Fan Club MkIV data log started on Sun 05 May 2019 18:45:35  using profile "Prov. Cory Hall Array" with up to 4 fans per module.
Modules: |1: Jonathan - "00:80:e1:38:00:2a" | 2: Stephan - "00:80:e1:45:00:46" | 
Column headers are of the form MODULE#-FAN# with all RPMs and then all DCs
Time (s),1-1,1-2,1-3,1-4,2-1,2-2,2-3,2-4,1-1,1-2,1-3,1-4,2-1,2-2,2-3,2-4,
7.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.2e+01s,-69,-69,-69,-69,915,885,0,0,-69,-69,-69,-69,0.3174,0.3174,0.0,0.0,
7.2e+01s,865,972,0,0,-69,-69,-69,-69,0.3184,0.3184,0.0,0.0,-69,-69,-69,-69,
7.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.3e+01s,-69,-69,-69,-69,934,906,0,0,-69,-69,-69,-69,0.3222,0.3222,0.0,0.0,
7.3e+01s,898,995,0,0,-69,-69,-69,-69,0.324,0.324,0.0,0.0,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.4e+01s,-69,-69,-69,-69,949,923,0,0,-69,-69,-69,-69,0.3278,0.3278,0.0,0.0,
7.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,930,1017,0,0,-69,-69,-69,-69,0.3297,0.3297,0.0,0.0,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,965,943,0,0,-69,-69,-69,-69,0.3335,0.3335,0.0,0.0,
7.6e+01s,962,1042,0,0,-69,-69,-69,-69,0.3354,0.3354,0.0,0.0,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,983,962,0,0,-69,-69,-69,-69,0.3391,0.3391,0.0,0.0,
7.7e+01s,992,1065,0,0,-69,-69,-69,-69,0.3401,0.3401,0.0,0.0,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,1000,981,0,0,-69,-69,-69,-69,0.3438,0.3438,0.0,0.0,
7.8e+01s,1018,1084,0,0,-69,-69,-69,-69,0.3457,0.3457,0.0,0.0,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,1014,998,0,0,-69,-69,-69,-69,0.3485,0.3485,0.0,0.0,
7.9e+01s,1048,1105,0,0,-69,-69,-69,-69,0.3504,0.3504,0.0,0.0,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
7.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,1032,1017,0,0,-69,-69,-69,-69,0.3551,0.3551,0.0,0.0,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,1073,1124,0,0,-69,-69,-69,-69,0.356,0.356,0.0,0.0,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,1054,1041,0,0,-69,-69,-69,-69,0.3598,0.3598,0.0,0.0,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,1102,1146,0,0,-69,-69,-69,-69,0.3616,0.3616,0.0,0.0,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,1069,1060,0,0,-69,-69,-69,-69,0.3653,0.3653,0.0,0.0,
8.2e+01s,1132,1168,0,0,-69,-69,-69,-69,0.3663,0.3663,0.0,0.0,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,1086,1077,0,0,-69,-69,-69,-69,0.3709,0.3709,0.0,0.0,
8.3e+01s,1158,1190,0,0,-69,-69,-69,-69,0.3718,0.3718,0.0,0.0,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,1100,1095,0,0,-69,-69,-69,-69,0.3756,0.3756,0.0,0.0,
8.4e+01s,1185,1211,0,0,-69,-69,-69,-69,0.2533,0.3774,0.0,0.0,-69,-69,-69,-69,
8.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.5e+01s,-69,-69,-69,-69,1113,1111,0,0,-69,-69,-69,-69,0.3811,0.3811,0.0,0.0,
8.5e+01s,1209,1229,0,0,-69,-69,-69,-69,0.3811,0.3811,0.0,0.0,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.6e+01s,-69,-69,-69,-69,1130,1131,0,0,-69,-69,-69,-69,0.3857,0.3857,0.0,0.0,
8.6e+01s,1233,1245,0,0,-69,-69,-69,-69,0.3867,0.3867,0.0,0.0,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.7e+01s,-69,-69,-69,-69,1146,1150,0,0,-69,-69,-69,-69,0.3913,0.3913,0.0,0.0,
8.8e+01s,1262,1266,0,0,-69,-69,-69,-69,0.3922,0.3922,0.0,0.0,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,1289,1288,0,0,1164,1171,0,0,0.3968,0.3968,0.0,0.0,0.3959,0.3959,0.0,0.0,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
8.9e+01s,-69,-69,-69,-69,1177,1188,0,0,-69,-69,-69,-69,0.4023,0.4023,0.0,0.0,
9e+01s,1317,1309,0,0,-69,-69,-69,-69,0.4023,0.4023,0.0,0.0,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,1348,1330,0,0,1194,1204,0,0,0.4059,0.4059,0.0,0.0,0.4059,0.4059,0.0,0.0,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.1e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,1372,1347,0,0,1206,1219,0,0,0.4105,0.4105,0.0,0.0,0.4114,0.4114,0.0,0.0,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.2e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,1398,1363,0,0,-69,-69,-69,-69,0.416,0.416,0.0,0.0,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,1225,1238,0,0,-69,-69,-69,-69,0.4151,0.4151,0.0,0.0,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.3e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,1423,1381,0,0,-69,-69,-69,-69,0.4205,0.4205,0.0,0.0,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,1238,1254,0,0,-69,-69,-69,-69,0.4205,0.4205,0.0,0.0,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.4e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,1450,1398,0,0,-69,-69,-69,-69,0.425,0.425,0.0,0.0,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,1257,1274,0,0,-69,-69,-69,-69,0.4259,0.4259,0.0,0.0,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.5e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.6e+01s,1475,1418,0,0,-69,-69,-69,-69,0.4305,0.4305,0.0,0.0,-69,-69,-69,-69,
9.6e+01s,-69,-69,-69,-69,1275,1295,0,0,-69,-69,-69,-69,0.4305,0.4305,0.0,0.0,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
